Tstamp,station_ID,pm25,pm10,h,t
2024-01-22 04:57:34,A231934,49,12,100,16.6
2024-01-22 04:54:29,A364435,38,9,70,17.2
2024-01-22 04:54:59,A358570,51,12,69,17.7
2024-01-22 04:54:48,A06487,49,11,94,18.79
2024-01-22 05:55:04,A230398,1,0,62,19.4
2024-01-22 05:55:11,A230383,129,48,68,17.2
2024-01-22 05:55:07,A230626,62,20,72,17.2
2024-01-22 05:50:53,A230443,45,11,70,17.2
2024-01-22 05:55:35,A231934,76,25,100,17.2
2024-01-22 05:56:39,A364435,80,28,69,16.6
2024-01-22 05:55:00,A358570,87,30,68,17.7
2024-01-22 05:54:49,A06487,84,29,93,18.79
2024-01-22 06:55:09,A230398,6,2,62,18.79
2024-01-22 06:55:12,A230383,98,36,67,17.2
2024-01-22 06:55:09,A230626,56,15,72,16.6
2024-01-22 06:55:27,A230443,40,11,70,17.2
2024-01-22 06:55:35,A231934,70,23,100,16.6
2024-01-22 06:32:49,A364435,69,21,69,15.5
2024-01-22 06:55:01,A358570,75,24,66,17.2
2024-01-22 06:56:50,A06487,75,24,91,18.29
2024-01-22 07:55:06,A230398,0,0,61,18.79
2024-01-22 07:53:13,A230383,89,31,66,17.2
2024-01-22 07:55:10,A230626,63,21,70,16.6
2024-01-22 07:55:36,A230443,35,8,69,16.1
2024-01-22 07:55:37,A231934,50,12,100,16.6
2024-01-22 07:55:04,A364435,47,12,67,16.1
2024-01-22 07:55:02,A358570,52,12,67,17.2
2024-01-22 07:52:51,A06487,48,12,91,18.29
2024-01-22 08:55:08,A230398,1,0,62,18.29
2024-01-22 08:55:14,A230383,64,17,67,16.1
2024-01-22 08:55:11,A230626,25,6,73,15.5
2024-01-22 08:45:57,A230443,19,6,71,12.7
2024-01-22 08:55:38,A231934,9,2,100,15
2024-01-22 08:55:05,A364435,3,1,69,15
2024-01-22 08:55:03,A358570,15,3,67,16.1
2024-01-22 08:54:52,A06487,8,2,91,17.2
2024-01-22 09:55:09,A230398,8,2,60,17.7
2024-01-22 09:55:15,A230383,66,19,66,16.6
2024-01-22 09:55:12,A230626,56,16,72,15
2024-01-22 09:56:09,A230443,21,6,71,8.3
2024-01-22 09:55:39,A231934,5,2,100,15
2024-01-22 09:55:06,A364435,3,1,70,14.4
2024-01-22 09:55:04,A358570,16,4,68,15.5
2024-01-22 09:56:53,A06487,19,4,91,17.2
2024-01-22 10:53:10,A230398,0,0,58,17.7
2024-01-22 10:55:16,A230383,70,21,63,16.6
2024-01-22 10:57:13,A230626,42,11,68,15.5
2024-01-22 10:50:27,A230443,46,13,68,0
2024-01-22 10:55:39,A231934,8,2,98,15.5
2024-01-22 10:37:06,A364435,5,1,67,15
2024-01-22 10:57:05,A358570,17,4,67,16.1
2024-01-22 10:56:54,A06487,10,2,84,17.7
2024-01-22 11:57:11,A230398,4,1,57,17.7
2024-01-22 11:57:17,A230383,105,41,60,16.6
2024-01-22 11:57:14,A230626,36,9,65,15
2024-01-22 11:55:17,A230443,17,5,66,15
2024-01-22 11:57:40,A231934,6,2,92,16.1
2024-01-22 11:55:15,A364435,0,0,65,14.4
2024-01-22 11:55:06,A358570,17,4,64,16.1
2024-01-22 11:56:55,A06487,12,3,81,17.7
2024-01-22 12:51:12,A230398,0,0,56,17.7
2024-01-22 12:55:18,A230383,487,371,60,16.1
2024-01-22 12:53:15,A230626,26,7,67,15
2024-01-22 12:49:09,A230443,26,7,64,11.6
2024-01-22 12:55:41,A231934,13,3,87,15.5
2024-01-22 12:55:16,A364435,1,0,63,14.4
2024-01-22 12:55:07,A358570,16,4,61,16.1
2024-01-22 12:54:56,A06487,10,2,76,17.7
2024-01-22 13:43:14,A230398,0,0,54,17.2
2024-01-22 13:55:19,A230383,96,36,59,16.1
2024-01-22 13:55:17,A230626,24,6,64,15
2024-01-22 13:34:09,A230443,14,3,62,11.1
2024-01-22 13:55:42,A231934,8,2,91,14.4
2024-01-22 13:51:19,A364435,0,0,64,14.4
2024-01-22 13:55:08,A358570,17,4,64,15.5
2024-01-22 13:54:57,A06487,8,2,79,17.7
2024-01-22 14:35:15,A230398,0,0,52,17.7
2024-01-22 14:55:19,A230383,116,45,54,16.6
2024-01-22 14:55:18,A230626,43,12,57,15.5
2024-01-22 14:42:25,A230443,15,3,62,15
2024-01-22 14:55:43,A231934,10,3,83,15.5
2024-01-22 14:55:22,A364435,1,0,59,15
2024-01-22 14:55:09,A358570,21,5,61,15.5
2024-01-22 14:54:58,A06487,12,3,73,17.2
2024-01-22 15:55:16,A230398,1,0,49,17.2
2024-01-22 15:55:21,A230383,105,39,51,15.5
2024-01-22 15:55:19,A230626,38,10,55,15
2024-01-22 15:56:41,A230443,10,3,55,14.4
2024-01-22 15:55:45,A231934,11,3,76,15
2024-01-22 15:55:19,A364435,3,1,57,14.4
2024-01-22 15:55:11,A358570,18,5,56,15.5
2024-01-22 15:54:59,A06487,12,3,67,17.2
2024-01-22 16:55:17,A230398,3,1,48,17.2
2024-01-22 16:55:21,A230383,110,42,51,15.5
2024-01-22 16:55:20,A230626,27,7,53,14.4
2024-01-22 16:48:47,A230443,24,5,54,14.4
2024-01-22 16:55:45,A231934,19,5,70,15
2024-01-22 16:55:20,A364435,4,1,53,13.3
2024-01-22 16:55:12,A358570,24,6,53,15.5
2024-01-22 16:57:00,A06487,19,4,62,17.2
2024-01-22 17:57:18,A230398,2,0,46,17.2
2024-01-22 17:57:23,A230383,86,28,49,15.5
2024-01-22 17:57:21,A230626,51,14,51,14.4
2024-01-22 17:54:30,A230443,40,10,52,14.4
2024-01-22 17:53:47,A231934,36,8,70,15
2024-01-22 17:57:22,A364435,23,5,52,13.8
2024-01-22 17:57:13,A358570,36,8,52,15.5
2024-01-22 17:57:01,A06487,33,8,62,17.2
2024-01-22 18:55:20,A230398,34,9,47,16.1
2024-01-22 18:55:24,A230383,94,33,49,15
2024-01-22 18:53:22,A230626,52,15,48,14.4
2024-01-22 18:54:30,A230443,41,11,50,0.5
2024-01-22 18:55:48,A231934,71,21,70,14.4
2024-01-22 18:55:23,A364435,50,12,52,14.4
2024-01-22 18:55:13,A358570,58,15,52,15
2024-01-22 18:55:02,A06487,55,13,62,16.6
2024-01-22 19:57:21,A230398,12,3,45,15.5
2024-01-22 19:57:25,A230383,87,27,46,15
2024-01-22 19:57:24,A230626,51,14,48,14.4
2024-01-22 19:58:14,A230443,29,7,49,14.4
2024-01-22 19:57:49,A231934,63,18,65,14.4
2024-01-22 19:55:24,A364435,30,7,49,13.8
2024-01-22 19:55:14,A358570,54,13,49,15
2024-01-22 19:57:03,A06487,45,11,59,16.1
2024-01-22 20:55:24,A230398,6,1,45,15.5
2024-01-22 20:55:26,A230383,84,26,47,14.4
2024-01-22 20:55:25,A230626,50,14,49,13.8
2024-01-22 20:56:15,A230443,33,8,50,13.8
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-22 20:53:27,A364435,29,7,48,13.3
2024-01-22 20:55:16,A358570,77,24,49,15
2024-01-22 20:57:04,A06487,46,11,58,15.5
2024-01-22 21:53:23,A230398,0,0,44,16.6
2024-01-22 21:55:27,A230383,91,30,47,14.4
2024-01-22 21:55:27,A230626,52,13,49,13.8
2024-01-22 21:56:26,A230443,29,7,49,13.8
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-22 21:55:34,A364435,47,11,48,14.4
2024-01-22 21:55:17,A358570,61,16,48,15
2024-01-22 21:55:08,A06487,56,14,58,16.1
2024-01-22 22:57:24,A230398,2,0,45,16.6
2024-01-22 22:57:28,A230383,87,28,48,13.8
2024-01-22 22:57:28,A230626,55,16,49,13.3
2024-01-22 22:56:30,A230443,32,7,50,13.3
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-22 22:53:35,A364435,48,11,50,13.8
2024-01-22 22:57:18,A358570,55,14,50,15
2024-01-22 22:57:09,A06487,63,17,60,16.1
2024-01-22 23:55:26,A230398,2,0,45,15.5
2024-01-22 23:55:31,A230383,93,32,50,13.8
2024-01-22 23:55:29,A230626,57,16,49,13.3
2024-01-22 23:56:30,A230443,35,8,50,13.3
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-22 23:53:38,A364435,72,22,51,13.8
2024-01-22 23:53:19,A358570,70,20,50,14.4
2024-01-22 23:57:10,A06487,71,21,61,15.5
2024-01-23 00:51:27,A230398,3,1,46,15.5
2024-01-23 00:51:30,A230383,96,34,50,13.8
2024-01-23 00:53:31,A230626,64,19,50,13.3
2024-01-23 00:54:31,A230443,43,12,52,12.7
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-23 00:55:49,A364435,71,22,52,13.8
2024-01-23 00:55:20,A358570,77,23,52,13.8
2024-01-23 00:53:11,A06487,72,21,64,15.5
2024-01-23 01:51:28,A230398,1,0,47,15.5
2024-01-23 01:55:32,A230383,96,34,50,13.8
2024-01-23 01:55:32,A230626,66,19,51,13.3
2024-01-23 01:54:33,A230443,49,12,53,13.3
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-23 01:55:47,A364435,70,21,54,13.3
2024-01-23 01:55:21,A358570,78,24,52,14.4
2024-01-23 01:55:12,A06487,72,21,63,15.5
2024-01-23 02:55:30,A230398,1,0,46,15.5
2024-01-23 02:55:33,A230383,98,35,51,13.8
2024-01-23 02:55:33,A230626,70,22,51,13.3
2024-01-23 02:54:33,A230443,51,12,52,12.7
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-23 02:53:57,A364435,76,25,54,12.7
2024-01-23 02:55:25,A358570,93,31,51,14.4
2024-01-23 02:57:13,A06487,90,30,62,15.5
2024-01-23 03:55:32,A230398,3,1,46,15.5
2024-01-23 03:55:34,A230383,99,36,49,13.8
2024-01-23 03:55:34,A230626,74,24,50,13.3
2024-01-23 03:52:34,A230443,51,12,52,13.3
2024-01-22 20:43:50,A231934,78,25,65,14.4
2024-01-23 03:55:59,A364435,73,22,53,13.3
2024-01-23 03:55:26,A358570,79,25,52,14.4
2024-01-23 03:55:13,A06487,79,24,63,15.5
2024-01-23 04:55:33,A230398,0,0,48,15
2024-01-23 04:55:35,A230383,106,40,50,13.3
2024-01-23 04:53:35,A230626,79,27,50,13.3
2024-01-23 04:54:37,A230443,53,14,51,13.3
2024-01-23 04:55:06,A231934,88,29,73,13.8
2024-01-23 04:55:59,A364435,76,25,51,12.7
2024-01-23 04:55:33,A358570,85,27,51,14.4
2024-01-23 04:55:14,A06487,80,25,63,15.5
2024-01-23 05:55:34,A230398,7,2,48,14.4
2024-01-23 05:55:36,A230383,113,44,52,13.8
2024-01-23 05:55:36,A230626,79,29,50,13.3
2024-01-23 05:56:39,A230443,61,20,53,13.3
2024-01-23 05:55:07,A231934,99,39,68,13.8
2024-01-23 05:54:09,A364435,86,31,52,13.3
2024-01-23 05:55:34,A358570,101,37,50,14.4
2024-01-23 05:55:16,A06487,101,38,62,15.5
2024-01-23 06:55:36,A230398,12,3,48,14.4
2024-01-23 06:55:37,A230383,123,50,51,13.8
2024-01-23 06:55:37,A230626,90,35,51,13.3
2024-01-23 06:52:43,A230443,62,22,53,13.3
2024-01-23 06:55:08,A231934,108,43,70,13.3
2024-01-23 06:56:21,A364435,108,44,53,12.7
2024-01-23 06:55:36,A358570,151,59,51,14.4
2024-01-23 06:55:17,A06487,114,45,64,15
2024-01-23 07:55:37,A230398,1,0,51,14.4
2024-01-23 07:55:38,A230383,120,47,54,13.3
2024-01-23 07:55:39,A230626,98,42,54,12.7
2024-01-23 07:50:54,A230443,63,20,57,12.2
2024-01-23 07:51:09,A231934,98,36,76,12.7
2024-01-23 07:56:21,A364435,80,28,56,12.2
2024-01-23 07:55:37,A358570,104,38,55,13.8
2024-01-23 07:55:18,A06487,134,52,67,15
2024-01-23 08:55:38,A230398,10,2,51,14.4
2024-01-23 08:55:39,A230383,152,58,56,12.7
2024-01-23 08:55:40,A230626,103,45,57,12.7
2024-01-23 08:25:11,A230443,64,20,58,11.6
2024-01-23 08:53:10,A231934,99,38,75,12.7
2024-01-23 08:52:33,A364435,87,31,56,11.6
2024-01-23 08:55:37,A358570,106,40,54,13.3
2024-01-23 08:55:19,A06487,105,40,66,15
2024-01-23 09:55:43,A230398,4,1,48,15
2024-01-23 09:55:40,A230383,160,64,52,14.4
2024-01-23 09:55:41,A230626,100,42,55,13.3
2024-01-23 09:52:10,A230443,75,27,54,-5.5
2024-01-23 09:55:11,A231934,100,38,68,14.4
2024-01-23 09:54:34,A364435,85,30,51,13.3
2024-01-23 09:55:39,A358570,101,37,51,13.8
2024-01-23 09:55:20,A06487,108,42,61,15.5
2024-01-23 10:53:44,A230398,3,1,47,15
2024-01-23 10:55:41,A230383,154,60,45,15.5
2024-01-23 10:55:42,A230626,107,46,49,13.8
2024-01-23 10:46:28,A230443,69,24,50,-3.8
2024-01-23 10:55:12,A231934,104,40,63,15
2024-01-23 10:56:35,A364435,87,32,49,13.8
2024-01-23 10:55:40,A358570,106,39,51,14.4
2024-01-23 10:55:21,A06487,121,48,57,16.1
2024-01-23 11:55:45,A230398,23,6,45,15.5
2024-01-23 11:55:42,A230383,134,53,43,16.6
2024-01-23 11:55:43,A230626,104,43,47,14.4
2024-01-23 11:56:40,A230443,67,22,48,14.4
2024-01-23 11:57:13,A231934,125,51,57,15.5
2024-01-23 11:56:36,A364435,83,29,47,14.4
2024-01-23 11:55:41,A358570,102,37,48,15
2024-01-23 11:57:22,A06487,97,35,55,16.6
2024-01-23 12:55:46,A230398,0,0,41,17.2
2024-01-23 12:55:42,A230383,121,48,39,18.29
2024-01-23 12:53:44,A230626,95,39,44,15.5
2024-01-23 12:52:50,A230443,65,22,47,15
2024-01-23 12:55:14,A231934,102,40,54,16.6
2024-01-23 12:56:37,A364435,81,29,45,14.4
2024-01-23 12:55:42,A358570,95,33,46,15
2024-01-23 12:55:23,A06487,95,33,52,17.2
2024-01-23 13:55:48,A230398,2,0,40,17.2
2024-01-23 13:55:43,A230383,157,62,34,20.5
2024-01-23 13:55:46,A230626,103,45,44,16.1
2024-01-23 13:56:42,A230443,67,23,46,14.4
2024-01-23 13:55:14,A231934,98,37,51,17.7
2024-01-23 13:56:38,A364435,83,29,45,15
2024-01-23 13:55:43,A358570,96,34,45,15.5
2024-01-23 13:55:24,A06487,93,32,52,17.2
2024-01-23 14:55:49,A230398,8,2,41,17.2
2024-01-23 14:55:44,A230383,117,47,37,19.4
2024-01-23 14:55:47,A230626,104,43,44,16.1
2024-01-23 14:56:51,A230443,70,25,46,5.5
2024-01-23 14:55:15,A231934,110,44,51,17.2
2024-01-23 14:50:39,A364435,85,30,43,15.5
2024-01-23 14:53:44,A358570,102,37,44,15.5
2024-01-23 14:55:24,A06487,97,35,51,17.7
2024-01-23 15:53:50,A230398,0,0,40,17.2
2024-01-23 15:55:46,A230383,244,125,38,18.29
2024-01-23 15:55:48,A230626,98,41,44,15.5
2024-01-23 15:52:55,A230443,69,24,45,15
2024-01-23 15:57:16,A231934,98,37,53,16.6
2024-01-23 15:56:40,A364435,89,32,45,15
2024-01-23 15:55:44,A358570,106,40,45,16.1
2024-01-23 15:57:26,A06487,95,34,52,17.7
2024-01-23 16:55:51,A230398,3,1,42,16.6
2024-01-23 16:57:47,A230383,119,47,41,16.6
2024-01-23 16:53:49,A230626,101,44,45,15
2024-01-23 16:56:52,A230443,68,24,47,15
2024-01-23 16:57:17,A231934,101,39,56,15.5
2024-01-23 16:56:42,A364435,93,35,46,14.4
2024-01-23 16:57:46,A358570,115,45,46,13.8
2024-01-23 16:57:26,A06487,190,94,53,17.2
2024-01-23 17:55:52,A230398,9,2,42,16.6
2024-01-23 17:55:48,A230383,500,500,44,15.5
2024-01-23 17:55:50,A230626,98,43,47,13.8
2024-01-23 17:56:03,A230443,67,23,48,13.8
2024-01-23 17:55:18,A231934,112,45,58,15
2024-01-23 17:54:52,A364435,98,38,48,14.4
2024-01-23 17:55:49,A358570,129,51,46,15.5
2024-01-23 17:55:27,A06487,147,57,53,17.2
2024-01-23 18:55:53,A230398,15,3,43,16.1
2024-01-23 18:55:49,A230383,127,51,45,15
2024-01-23 18:55:51,A230626,105,45,48,13.8
2024-01-23 18:35:56,A230443,67,23,48,13.8
2024-01-23 18:55:19,A231934,114,45,60,14.4
2024-01-23 18:54:53,A364435,95,37,49,13.3
2024-01-23 18:55:47,A358570,118,47,47,15
2024-01-23 18:57:29,A06487,108,42,54,16.1
2024-01-23 19:55:55,A230398,5,1,44,16.1
2024-01-23 19:55:50,A230383,137,54,47,14.4
2024-01-23 19:55:53,A230626,111,48,49,13.3
2024-01-23 19:54:21,A230443,74,28,50,10
2024-01-23 19:55:20,A231934,125,51,64,13.8
2024-01-23 19:54:54,A364435,106,43,50,13.8
2024-01-23 19:55:55,A358570,135,53,48,14.4
2024-01-23 19:55:30,A06487,124,50,58,16.1
2024-01-23 20:55:56,A230398,5,1,44,15.5
2024-01-23 20:55:51,A230383,134,53,48,13.8
2024-01-23 20:55:54,A230626,104,44,48,13.3
2024-01-23 20:54:26,A230443,71,25,50,12.7
2024-01-23 20:55:21,A231934,123,50,64,13.8
2024-01-23 20:48:57,A364435,98,38,50,12.7
2024-01-23 20:55:56,A358570,129,52,48,14.4
2024-01-23 20:55:31,A06487,123,50,57,15.5
2024-01-23 21:55:58,A230398,3,1,45,15
2024-01-23 21:55:52,A230383,129,51,47,13.8
2024-01-23 21:55:55,A230626,105,46,49,13.3
2024-01-23 21:56:37,A230443,67,24,51,12.7
2024-01-23 21:55:22,A231934,116,47,64,13.3
2024-01-23 21:54:58,A364435,101,41,50,12.7
2024-01-23 21:55:57,A358570,132,52,48,14.4
2024-01-23 21:57:32,A06487,132,53,57,15.5
2024-01-23 22:55:58,A230398,8,2,46,15
2024-01-23 22:55:53,A230383,130,52,48,13.3
2024-01-23 22:55:57,A230626,105,46,49,12.7
2024-01-23 22:54:42,A230443,76,28,52,12.2
2024-01-23 22:55:23,A231934,111,45,65,13.3
2024-01-23 22:54:58,A364435,95,36,51,12.7
2024-01-23 22:55:58,A358570,149,57,48,13.8
2024-01-23 22:57:33,A06487,111,44,57,15.5
2024-01-23 23:55:59,A230398,8,2,46,15
2024-01-23 23:55:54,A230383,129,52,49,13.3
2024-01-23 23:55:58,A230626,111,49,50,12.7
2024-01-23 23:54:45,A230443,69,25,52,12.2
2024-01-23 23:55:25,A231934,107,42,63,13.3
2024-01-23 23:54:59,A364435,97,38,52,12.7
2024-01-23 23:55:59,A358570,127,51,49,13.8
2024-01-23 23:55:34,A06487,107,42,58,15.5
2024-01-24 00:58:01,A230398,66,22,45,13.8
2024-01-24 00:57:55,A230383,124,49,48,12.7
2024-01-24 00:55:59,A230626,94,39,49,12.7
2024-01-24 00:56:52,A230443,66,23,51,12.7
2024-01-24 00:55:26,A231934,105,42,62,12.7
2024-01-24 00:55:00,A364435,86,31,50,11.6
2024-01-24 00:56:00,A358570,105,40,47,13.8
2024-01-24 00:57:35,A06487,99,37,56,13.3
2024-01-24 01:56:02,A230398,11,2,44,14.4
2024-01-24 01:55:56,A230383,121,48,47,12.7
2024-01-24 01:56:00,A230626,97,41,49,12.2
2024-01-24 01:54:47,A230443,65,23,50,12.2
2024-01-24 01:55:27,A231934,106,41,62,12.7
2024-01-24 01:55:01,A364435,86,31,49,12.2
2024-01-24 01:56:01,A358570,107,41,46,13.8
2024-01-24 01:55:36,A06487,104,40,56,15
2024-01-24 02:56:03,A230398,0,0,44,14.4
2024-01-24 02:55:57,A230383,125,50,47,12.7
2024-01-24 02:56:01,A230626,97,42,49,12.2
2024-01-24 02:54:51,A230443,63,22,50,12.2
2024-01-24 02:55:28,A231934,106,42,62,12.7
2024-01-24 02:53:01,A364435,86,32,51,11.1
2024-01-24 02:56:02,A358570,109,42,46,12.7
2024-01-24 02:55:37,A06487,99,36,55,15
2024-01-24 03:56:04,A230398,4,1,44,14.4
2024-01-24 03:55:58,A230383,127,51,47,12.7
2024-01-24 03:56:02,A230626,97,42,49,12.2
2024-01-24 03:56:52,A230443,66,24,50,12.2
2024-01-24 03:55:29,A231934,105,41,63,12.7
2024-01-24 03:57:13,A364435,89,33,49,11.6
2024-01-24 03:56:03,A358570,108,41,47,13.3
2024-01-24 03:55:38,A06487,104,41,57,14.4
2024-01-24 04:56:06,A230398,5,1,45,13.8
2024-01-24 04:55:59,A230383,127,51,48,12.2
2024-01-24 04:56:03,A230626,98,42,49,12.2
2024-01-24 04:54:53,A230443,67,23,51,11.6
2024-01-24 04:55:30,A231934,109,44,64,12.7
2024-01-24 04:55:13,A364435,90,34,51,11.6
2024-01-24 04:56:04,A358570,110,43,48,13.3
2024-01-24 04:55:39,A06487,105,41,57,14.4
2024-01-24 05:56:07,A230398,13,3,45,14.4
2024-01-24 05:56:00,A230383,124,50,48,12.2
2024-01-24 05:56:04,A230626,114,51,50,12.2
2024-01-24 05:55:04,A230443,66,24,52,11.6
2024-01-24 05:55:32,A231934,111,44,65,12.2
2024-01-24 05:55:14,A364435,88,33,53,11.1
2024-01-24 05:56:06,A358570,114,45,48,13.3
2024-01-24 05:55:40,A06487,107,41,57,14.4
2024-01-24 06:56:08,A230398,4,1,46,13.8
2024-01-24 06:56:01,A230383,121,48,49,12.2
2024-01-24 06:56:06,A230626,118,51,51,12.2
2024-01-24 06:57:08,A230443,63,20,52,11.6
2024-01-24 06:55:33,A231934,104,40,66,12.7
2024-01-24 06:55:28,A364435,85,30,51,11.6
2024-01-24 06:56:06,A358570,104,39,48,13.3
2024-01-24 06:55:41,A06487,100,37,58,14.4
2024-01-24 07:56:10,A230398,4,1,45,14.4
2024-01-24 07:56:02,A230383,124,51,47,13.3
2024-01-24 07:56:07,A230626,110,48,50,12.7
2024-01-24 07:33:10,A230443,69,26,51,3.8
2024-01-24 07:55:34,A231934,100,38,64,12.7
2024-01-24 07:55:29,A364435,83,29,52,11.1
2024-01-24 07:56:07,A358570,101,38,48,13.3
2024-01-24 07:55:42,A06487,100,37,58,14.4
2024-01-24 08:56:12,A230398,3,1,45,15
2024-01-24 08:56:03,A230383,130,52,45,14.4
2024-01-24 08:56:08,A230626,111,48,48,13.3
2024-01-24 08:53:11,A230443,67,24,49,12.7
2024-01-24 08:55:35,A231934,95,35,61,13.3
2024-01-24 08:55:36,A364435,83,30,50,12.2
2024-01-24 08:56:08,A358570,105,40,47,13.3
2024-01-24 08:55:42,A06487,92,32,57,14.4
2024-01-24 09:56:13,A230398,4,2,44,15
2024-01-24 09:56:04,A230383,132,52,43,15
2024-01-24 09:56:09,A230626,101,44,47,13.3
2024-01-24 09:49:16,A230443,65,23,49,12.7
2024-01-24 09:55:36,A231934,99,38,58,14.4
2024-01-24 09:55:43,A364435,95,36,48,12.7
2024-01-24 09:56:09,A358570,126,51,47,13.8
2024-01-24 09:55:43,A06487,97,35,57,15
2024-01-24 10:56:14,A230398,5,1,43,16.1
2024-01-24 10:56:05,A230383,500,500,42,16.1
2024-01-24 10:56:10,A230626,99,41,46,14.4
2024-01-24 10:53:21,A230443,73,28,49,13.3
2024-01-24 10:55:37,A231934,119,49,58,15.5
2024-01-24 10:55:48,A364435,89,33,50,13.3
2024-01-24 10:54:11,A358570,108,41,47,14.4
2024-01-24 10:53:44,A06487,101,39,55,16.1
2024-01-24 11:54:15,A230398,0,0,43,16.1
2024-01-24 11:54:06,A230383,500,500,40,17.2
2024-01-24 11:54:11,A230626,106,46,44,15.5
2024-01-24 11:55:22,A230443,70,24,47,4.4
2024-01-24 11:55:38,A231934,113,45,56,15
2024-01-24 11:55:45,A364435,93,35,46,12.7
2024-01-24 11:54:12,A358570,116,46,46,15
2024-01-24 11:57:45,A06487,108,42,55,16.6
2024-01-24 12:56:17,A230398,12,3,43,16.1
2024-01-24 12:58:07,A230383,128,51,38,17.7
2024-01-24 12:56:12,A230626,104,44,43,16.1
2024-01-24 12:57:26,A230443,75,28,45,15
2024-01-24 12:57:39,A231934,111,45,53,16.6
2024-01-24 12:55:47,A364435,96,38,45,15
2024-01-24 12:54:13,A358570,111,43,45,15.5
2024-01-24 12:57:46,A06487,113,44,53,17.2
2024-01-24 13:56:18,A230398,0,0,42,16.6
2024-01-24 13:56:08,A230383,500,500,38,18.29
2024-01-24 13:56:13,A230626,104,44,42,16.1
2024-01-24 13:33:36,A230443,67,24,46,14.4
2024-01-24 13:57:40,A231934,125,50,55,16.6
2024-01-24 13:56:02,A364435,101,40,46,15.5
2024-01-24 13:54:14,A358570,113,44,45,15.5
2024-01-24 13:57:47,A06487,116,46,54,17.2
2024-01-24 14:58:19,A230398,29,6,44,16.1
2024-01-24 14:58:09,A230383,500,500,39,18.29
2024-01-24 14:58:14,A230626,105,46,43,16.1
2024-01-24 14:54:45,A230443,74,27,46,15.5
2024-01-24 14:57:41,A231934,143,56,55,16.6
2024-01-24 14:56:03,A364435,107,43,46,15
2024-01-24 14:56:15,A358570,125,50,45,16.1
2024-01-24 14:57:48,A06487,127,51,54,17.2
2024-01-24 15:56:20,A230398,86,33,45,15.5
2024-01-24 15:56:10,A230383,500,500,42,16.1
2024-01-24 15:56:15,A230626,115,50,46,15.5
2024-01-24 15:54:52,A230443,78,30,47,9.39
2024-01-24 15:57:41,A231934,136,54,57,15.5
2024-01-24 15:56:04,A364435,122,50,47,15
2024-01-24 15:54:16,A358570,138,54,46,16.1
2024-01-24 15:57:49,A06487,126,51,54,17.2
2024-01-24 16:52:22,A230398,10,3,46,15
2024-01-24 16:56:11,A230383,500,500,44,15.5
2024-01-24 16:56:16,A230626,121,52,47,15
2024-01-24 16:54:45,A230443,75,29,47,15
2024-01-24 16:55:42,A231934,125,51,58,15.5
2024-01-24 16:56:05,A364435,121,49,48,14.4
2024-01-24 16:56:17,A358570,130,52,46,15.5
2024-01-24 16:55:50,A06487,124,50,54,17.2
2024-01-24 17:56:23,A230398,8,2,45,15.5
2024-01-24 17:56:12,A230383,500,500,46,15.5
2024-01-24 17:56:17,A230626,112,49,48,15
2024-01-24 17:47:14,A230443,76,28,48,15
2024-01-24 17:55:43,A231934,129,52,59,15
2024-01-24 17:56:08,A364435,113,46,48,13.8
2024-01-24 17:56:18,A358570,135,53,47,15.5
2024-01-24 17:55:51,A06487,132,53,55,17.2
2024-01-24 18:56:24,A230398,85,33,46,15
2024-01-24 18:56:13,A230383,0,0,46,15
2024-01-24 18:56:18,A230626,119,52,48,14.4
2024-01-24 18:54:59,A230443,85,34,48,15
2024-01-24 18:53:44,A231934,141,56,61,15
2024-01-24 18:56:09,A364435,118,48,49,13.8
2024-01-24 18:56:19,A358570,132,52,47,15.5
2024-01-24 18:53:52,A06487,129,52,55,17.2
2024-01-24 19:56:25,A230398,93,37,47,15
2024-01-24 19:52:14,A230383,0,0,47,15
2024-01-24 19:56:19,A230626,124,53,48,15
2024-01-24 19:51:08,A230443,84,32,47,-2.2
2024-01-24 19:55:45,A231934,138,55,61,15
2024-01-24 19:56:11,A364435,124,50,49,13.8
2024-01-24 19:56:20,A358570,138,54,47,15.5
2024-01-24 19:55:53,A06487,132,52,56,16.6
2024-01-24 20:56:26,A230398,93,37,47,15.5
2024-01-24 20:56:15,A230383,0,0,47,15
2024-01-24 20:56:21,A230626,129,54,49,14.4
2024-01-24 20:57:12,A230443,87,35,49,15
2024-01-24 20:55:46,A231934,135,54,62,15
2024-01-24 20:56:12,A364435,125,50,50,13.3
2024-01-24 20:56:21,A358570,139,54,47,15.5
2024-01-24 20:55:54,A06487,137,54,57,16.1
2024-01-24 21:56:27,A230398,80,31,47,15.5
2024-01-24 21:56:16,A230383,0,0,48,14.4
2024-01-24 21:56:22,A230626,136,56,50,14.4
2024-01-24 21:57:11,A230443,91,37,50,13.8
2024-01-24 21:55:47,A231934,139,55,63,14.4
2024-01-24 21:56:13,A364435,123,50,49,13.8
2024-01-24 21:56:22,A358570,141,55,47,15
